Название;ID;Результат;Sprite;Источник наследования;Файл;Найденные модели
Тяжелая САУ на базе Challenger 1;sp_heavy_artillery_tank_eng_challenger1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger1.txt;[]
РСЗО на базе Challenger 1;sp_mlrs_tank_eng_challenger1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger1.txt;[]
Шасси Challenger 2;tank_eng_challenger2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger2.txt;[]
Тяжелая БМП на базе Challenger 2;ifv_heavy_eng_challenger2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger2.txt;[]
БТР на базе Challenger 2;apc_tank_eng_challenger2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger2.txt;[]
ЗРК на базе Challenger 2;sp_aa_tank_eng_challenger2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger2.txt;[]
Мобильный ПТРК на базе Challenger 2;sp_atgm_tank_eng_challenger2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger2.txt;[]
ИМР на базе Challenger 2;arv_tank_eng_challenger2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger2.txt;[]
САУ на базе Challenger 2;sp_artillery_tank_eng_challenger2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger2.txt;[]
Тяжелая САУ на базе Challenger 2;sp_heavy_artillery_tank_eng_challenger2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger2.txt;[]
РСЗО на базе Challenger 2;sp_mlrs_tank_eng_challenger2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_challenger2.txt;[]
Шасси Chieftain;tank_eng_chieftain_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_chieftain.txt;[]
Тяжелая БМП на базе Chieftain;ifv_heavy_eng_chieftain_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_chieftain.txt;[]
БТР на базе Chieftain;apc_tank_eng_chieftain_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_chieftain.txt;[]
ЗРК на базе Chieftain;sp_aa_tank_eng_chieftain_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_chieftain.txt;[]
Мобильный ПТРК на базе Chieftain;sp_atgm_tank_eng_chieftain_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_chieftain.txt;[]
ИМР на базе Chieftain;arv_tank_eng_chieftain_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_chieftain.txt;[]
САУ на базе Chieftain;sp_artillery_tank_eng_chieftain_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_chieftain.txt;[]
Тяжелая САУ на базе Chieftain;sp_heavy_artillery_tank_eng_chieftain_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_chieftain.txt;[]
РСЗО на базе Chieftain;sp_mlrs_tank_eng_chieftain_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_eng_chieftain.txt;[]
Шасси AMX-30;tank_fra_amx30_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_amx30.txt;[]
Тяжелая БМП на базе AMX-30;ifv_heavy_fra_amx30_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_amx30.txt;[]
БТР на базе AMX-30;apc_tank_fra_amx30_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_amx30.txt;[]
ЗРК на базе AMX-30;sp_aa_tank_fra_amx30_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_amx30.txt;[]
Мобильный ПТРК на базе AMX-30;sp_atgm_tank_fra_amx30_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_amx30.txt;[]
ИМР на базе AMX-30;arv_tank_fra_amx30_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_amx30.txt;[]
САУ на базе AMX-30;sp_artillery_tank_fra_amx30_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_amx30.txt;[]
Тяжелая САУ на базе AMX-30;sp_heavy_artillery_tank_fra_amx30_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_amx30.txt;[]
РСЗО на базе AMX-30;sp_mlrs_tank_fra_amx30_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_amx30.txt;[]
Шасси Leclerc;tank_fra_leclerc_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_leclerc.txt;[]
Тяжелая БМП на базе Leclerc;ifv_heavy_fra_leclerc_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_leclerc.txt;[]
БТР на базе Leclerc;apc_tank_fra_leclerc_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_leclerc.txt;[]
ЗРК на базе Leclerc;sp_aa_tank_fra_leclerc_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_leclerc.txt;[]
Мобильный ПТРК на базе Leclerc;sp_atgm_tank_fra_leclerc_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_leclerc.txt;[]
ИМР на базе Leclerc;arv_tank_fra_leclerc_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_leclerc.txt;[]
САУ на базе Leclerc;sp_artillery_tank_fra_leclerc_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_leclerc.txt;[]
Тяжелая САУ на базе Leclerc;sp_heavy_artillery_tank_fra_leclerc_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_leclerc.txt;[]
РСЗО на базе Leclerc;sp_mlrs_tank_fra_leclerc_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_fra_leclerc.txt;[]
Шасси Leopard 1;tank_ger_leopard1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard1.txt;[]
Тяжелая БМП на базе Leopard 1;ifv_heavy_ger_leopard1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard1.txt;[]
БТР на базе Leopard 1;apc_tank_ger_leopard1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard1.txt;[]
ЗРК на базе Leopard 1;sp_aa_tank_ger_leopard1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard1.txt;[]
Мобильный ПТРК на базе Leopard 1;sp_atgm_tank_ger_leopard1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard1.txt;[]
ИМР на базе Leopard 1;arv_tank_ger_leopard1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard1.txt;[]
САУ на базе Leopard 1;sp_artillery_tank_ger_leopard1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard1.txt;[]
Тяжелая САУ на базе Leopard 1;sp_heavy_artillery_tank_ger_leopard1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard1.txt;[]
РСЗО на базе Leopard 1;sp_mlrs_tank_ger_leopard1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard1.txt;[]
Шасси Leopard 2;tank_ger_leopard2_equipment;Ссылка на отсутствующую entity;tank_ger_leopard2_entity;tank_ger_leopard2_equipment;common/units/equipment/ES_tank_chassis_ger_leopard2.txt;[]
Тяжелая БМП на базе Leopard 2;ifv_heavy_ger_leopard2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2.txt;[]
БТР на базе Leopard 2;apc_tank_ger_leopard2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2.txt;[]
ЗРК на базе Leopard 2;sp_aa_tank_ger_leopard2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2.txt;[]
Мобильный ПТРК на базе Leopard 2;sp_atgm_tank_ger_leopard2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2.txt;[]
ИМР на базе Leopard 2;arv_tank_ger_leopard2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2.txt;[]
САУ на базе Leopard 2;sp_artillery_tank_ger_leopard2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2.txt;[]
Тяжелая САУ на базе Leopard 2;sp_heavy_artillery_tank_ger_leopard2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2.txt;[]
РСЗО на базе Leopard 2;sp_mlrs_tank_ger_leopard2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2.txt;[]
Шасси Panther KF51;tank_ger_kf51_equipment;Ссылка на отсутствующую entity;tank_ger_leopard2_entity;tank_ger_leopard2_equipment;common/units/equipment/ES_tank_chassis_ger_leopard2_kf51.txt;[]
Тяжелая БМП на базе Panther KF51;ifv_heavy_ger_kf51_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2_kf51.txt;[]
БТР на базе Panther KF51;apc_tank_ger_kf51_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2_kf51.txt;[]
ЗРК на базе Panther KF51;sp_aa_tank_ger_kf51_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2_kf51.txt;[]
Мобильный ПТРК на базе Panther KF51;sp_atgm_tank_ger_kf51_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2_kf51.txt;[]
ИМР на базе Panther KF51;arv_tank_ger_kf51_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2_kf51.txt;[]
САУ на базе Panther KF51;sp_artillery_tank_ger_kf51_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2_kf51.txt;[]
Тяжелая САУ на базе Panther KF51;sp_heavy_artillery_tank_ger_kf51_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2_kf51.txt;[]
РСЗО на базе Panther KF51;sp_mlrs_tank_ger_kf51_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ger_leopard2_kf51.txt;[]
Шасси Ariete;tank_ita_ariete_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ita_ariete.txt;[]
Тяжелая БМП на базе Ariete;ifv_heavy_ita_ariete_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ita_ariete.txt;[]
БТР на базе Ariete;apc_tank_ita_ariete_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ita_ariete.txt;[]
ЗРК на базе Ariete;sp_aa_tank_ita_ariete_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ita_ariete.txt;[]
Мобильный ПТРК на базе Ariete;sp_atgm_tank_ita_ariete_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ita_ariete.txt;[]
ИМР на базе Ariete;arv_tank_ita_ariete_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ita_ariete.txt;[]
САУ на базе Ariete;sp_artillery_tank_ita_ariete_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ita_ariete.txt;[]
Тяжелая САУ на базе Ariete;sp_heavy_artillery_tank_ita_ariete_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ita_ariete.txt;[]
РСЗО на базе Ariete;sp_mlrs_tank_ita_ariete_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ita_ariete.txt;[]
Шасси Об.640;tank_rus_obj640_equipment;Модель из мода;t80_entity;tank_sov_t80_equipment;common/units/equipment/ES_tank_chassis_sov_obj640.txt;"[[""t80_entity"", ""mod"", ""gfx/models/units/tanks/t80.mesh""]]"
БМПТ на базе Об.640;bmpt_tank_rus_obj640_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
Тяжелая БМП на базе Об.640;ifv_heavy_rus_obj640_equipment;Ссылка на отсутствующую entity;UKR_T_64;ifv_heavy_sov_t64_equipment;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
БТР на базе Об.640;apc_tank_rus_obj640_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
ЗРК на базе Об.640;sp_aa_tank_rus_obj640_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
Мобильная установка с ПТУР на базе Об.640;sp_atgm_tank_rus_obj640_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
ИМР на базе Об.640;arv_tank_rus_obj640_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
САУ на базе Об.640;sp_artillery_tank_rus_obj640_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
Тяжелая САУ на базе Об.640;sp_heavy_artillery_tank_rus_obj640_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
РСЗО на базе Об.640;sp_mlrs_tank_rus_obj640_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
ТОС на базе Об.640;sp_tos_tank_rus_obj640_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_obj640.txt;[]
Шасси Т-14;tank_rus_t14_equipment;Модель из мода;t90_entity;tank_rus_t90_equipment;common/units/equipment/ES_tank_chassis_sov_t14.txt;"[[""t90_entity"", ""mod"", ""gfx/models/units/tanks/t90m.mesh""]]"
БМПТ на базе Т-14;bmpt_tank_rus_t14_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
Тяжелая БМП на базе Т-14;ifv_heavy_rus_t14_equipment;Ссылка на отсутствующую entity;RUS_BMP_1;ifv_heavy_sov_chassis;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
БТР на базе Т-14;apc_tank_rus_t14_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
ЗРК на базе Т-14;sp_aa_tank_rus_t14_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
Мобильная установка с ПТУР на базе Т-14;sp_atgm_tank_rus_t14_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
ИМР на базе Т-14;arv_tank_rus_t14_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
САУ на базе Т-14;sp_artillery_tank_rus_t14_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
Тяжелая САУ на базе Т-14;sp_heavy_artillery_tank_rus_t14_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
РСЗО на базе Т-14;sp_mlrs_tank_rus_t14_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
ТОС на базе Т-14;sp_tos_tank_rus_t14_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t14.txt;[]
Шасси Т-54/55;tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
БМПТ на базе Т-54/55;bmpt_tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
Тяжелая БМП на базе Т-54/55;ifv_heavy_sov_t55_equipment;Ссылка на отсутствующую entity;RUS_BMP_1;ifv_heavy_sov_chassis;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
БТР на базе Т-54/55;apc_tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
ЗРК на базе Т-54/55;sp_aa_tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
Мобильная установка с ПТУР на базе Т-54/55;sp_atgm_tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
ИМР на базе Т-54/55;arv_tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
САУ на базе Т-54/55;sp_artillery_tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
Тяжелая САУ на базе Т-54/55;sp_heavy_artillery_tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
РСЗО на базе Т-54/55;sp_mlrs_tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
ТОС на базе Т-54/55;sp_tos_tank_sov_t55_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t55.txt;[]
Шасси Т-62;tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
БМПТ на базе Т-62;bmpt_tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
Тяжелая БМП на базе Т-62;ifv_heavy_sov_t62_equipment;Ссылка на отсутствующую entity;RUS_BMP_1;ifv_heavy_sov_chassis;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
БТР на базе Т-62;apc_tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
ЗРК на базе Т-62;sp_aa_tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
Мобильная установка с ПТУР на базе Т-62;sp_atgm_tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
ИМР на базе Т-62;arv_tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
САУ на базе Т-62;sp_artillery_tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
Тяжелая САУ на базе Т-62;sp_heavy_artillery_tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
РСЗО на базе Т-62;sp_mlrs_tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
ТОС на базе Т-62;sp_tos_tank_sov_t62_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t62.txt;[]
Шасси Т-64;tank_sov_t64_equipment;Ссылка на отсутствующую entity;t64;tank_sov_t64_equipment;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
БМПТ на базе Т-64;bmpt_tank_sov_t64_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
Тяжелая БМП на базе Т-64;ifv_heavy_sov_t64_equipment;Ссылка на отсутствующую entity;UKR_T_64;ifv_heavy_sov_t64_equipment;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
БТР на базе Т-64;apc_tank_sov_t64_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
ЗРК на базе Т-64;sp_aa_tank_sov_t64_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
Мобильная установка с ПТУР на базе Т-64;sp_atgm_tank_sov_t64_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
ИМР на базе Т-64;arv_tank_sov_t64_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
САУ на базе Т-64;sp_artillery_tank_sov_t64_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
Тяжелая САУ на базе Т-64;sp_heavy_artillery_tank_sov_t64_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
РСЗО на базе Т-64;sp_mlrs_tank_sov_t64_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
ТОС на базе Т-64;sp_tos_tank_sov_t64_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t64.txt;[]
Шасси Т-72;tank_sov_t72_equipment;Ссылка на отсутствующую entity;t72_entity;tank_sov_t72_equipment;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
БМПТ на базе Т-72;bmpt_tank_sov_t72_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
Тяжелая БМП на базе Т-72;ifv_heavy_sov_t72_equipment;Ссылка на отсутствующую entity;RUS_BMP_1;ifv_heavy_sov_chassis;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
БТР на базе Т-72;apc_tank_sov_t72_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
ЗРК на базе Т-72;sp_aa_tank_sov_t72_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
Мобильная установка с ПТУР на базе Т-72;sp_atgm_tank_sov_t72_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
ИМР на базе Т-72;arv_tank_sov_t72_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
САУ на базе Т-72;sp_artillery_tank_sov_t72_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
Тяжелая САУ на базе Т-72;sp_heavy_artillery_tank_sov_t72_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
РСЗО на базе Т-72;sp_mlrs_tank_sov_t72_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
ТОС на базе Т-72;sp_tos_tank_sov_t72_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t72.txt;[]
Шасси Т-80;tank_sov_t80_equipment;Модель из мода;t80_entity;tank_sov_t80_equipment;common/units/equipment/ES_tank_chassis_sov_t80.txt;"[[""t80_entity"", ""mod"", ""gfx/models/units/tanks/t80.mesh""]]"
БМПТ на базе Т-80;bmpt_tank_sov_t80_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
Тяжелая БМП на базе Т-80;ifv_heavy_sov_t80_equipment;Ссылка на отсутствующую entity;UKR_T_64;ifv_heavy_sov_t64_equipment;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
БТР на базе Т-80;apc_tank_sov_t80_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
ЗРК на базе Т-80;sp_aa_tank_sov_t80_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
Мобильная установка с ПТУР на базе Т-80;sp_atgm_tank_sov_t80_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
